Phenotype,Read code,Description,Category
CANCER,B1z..,Malig neop oth/ill-defined sites digestive tract/peritoneum                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B1z0.,"Malignant neoplasm of intestinal tract, part unspecified                                                                                                                                                                                                       ",Solid tumour (3)                                  
CANCER,B1z1.,Malignant neoplasm of spleen NEC                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B1z11,Fibrosarcoma of spleen                                                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,B1z1z,Malignant neoplasm of spleen NOS                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B1z2.,"Malignant neoplasm, overlapping lesion of digestive system                                                                                                                                                                                                     ",Solid tumour (3)                                  
CANCER,B1zy.,Malignant neoplasm other spec digestive tract and peritoneum                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B1zz.,Malignant neoplasm of digestive tract and peritoneum NOS                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,B2...,Malig neop of respiratory tract and intrathoracic organs                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,B20..,"Malig neop nasal cavities, middle ear and accessory sinuses                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,B200.,Malignant neoplasm of nasal cavities                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B2000,Malignant neoplasm of cartilage of nose                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B2002,Malignant neoplasm of septum of nose                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B2003,Malignant neoplasm of vestibule of nose                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B200z,Malignant neoplasm of nasal cavities NOS                                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,B201.,"Malig neop auditory tube, middle ear and mastoid air cells                                                                                                                                                                                                     ",Solid tumour (3)                                  
CANCER,B2011,Malignant neoplasm of tympanic cavity                                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B2012,Malignant neoplasm of tympanic antrum                                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B2013,Malignant neoplasm of mastoid air cells                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B201z,"Malig neop auditory tube, middle ear, mastoid air cells NOS                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,B202.,Malignant neoplasm of maxillary sinus                                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B203.,Malignant neoplasm of ethmoid sinus                                                                                                                                                                                                                            ,Solid tumour (3)                                  
CANCER,B204.,Malignant neoplasm of frontal sinus                                                                                                                                                                                                                            ,Solid tumour (3)                                  
CANCER,B205.,Malignant neoplasm of sphenoidal sinus                                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,B206.,"Malignant neoplasm, overlapping lesion of accessory sinuses                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,B20y.,"Malig neop other site nasal cavity, middle ear and sinuses                                                                                                                                                                                                     ",Solid tumour (3)                                  
CANCER,B20z.,Malignant neoplasm of accessory sinus NOS                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B21..,Malignant neoplasm of larynx                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B210.,Malignant neoplasm of glottis                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B211.,Malignant neoplasm of supraglottis                                                                                                                                                                                                                             ,Solid tumour (3)                                  
CANCER,B212.,Malignant neoplasm of subglottis                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B213.,Malignant neoplasm of laryngeal cartilage                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B2130,Malignant neoplasm of arytenoid cartilage                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B2131,Malignant neoplasm of cricoid cartilage                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B2133,Malignant neoplasm of thyroid cartilage                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B213z,Malignant neoplasm of laryngeal cartilage NOS                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B214.,"Malignant neoplasm, overlapping lesion of larynx                                                                                                                                                                                                               ",Solid tumour (3)                                  
CANCER,B215.,Malignant neoplasm of epiglottis NOS                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B21y.,"Malignant neoplasm of larynx, other specified site                                                                                                                                                                                                             ",Solid tumour (3)                                  
CANCER,B21z.,Malignant neoplasm of larynx NOS                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B22..,"Malignant neoplasm of trachea, bronchus and lung                                                                                                                                                                                                               ",Solid tumour (3)                                  
CANCER,B220.,Malignant neoplasm of trachea                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B220z,Malignant neoplasm of trachea NOS                                                                                                                                                                                                                              ,Solid tumour (3)                                  
CANCER,B221.,Malignant neoplasm of main bronchus                                                                                                                                                                                                                            ,Solid tumour (3)                                  
CANCER,B2210,Malignant neoplasm of carina of bronchus                                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,B2211,Malignant neoplasm of hilus of lung                                                                                                                                                                                                                            ,Solid tumour (3)                                  
CANCER,B221z,Malignant neoplasm of main bronchus NOS                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B222.,"Malignant neoplasm of upper lobe, bronchus or lung                                                                                                                                                                                                             ",Solid tumour (3)                                  
CANCER,B2220,Malignant neoplasm of upper lobe bronchus                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B2221,Malignant neoplasm of upper lobe of lung                                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,B222z,"Malignant neoplasm of upper lobe, bronchus or lung NOS                                                                                                                                                                                                         ",Solid tumour (3)                                  
CANCER,B223.,"Malignant neoplasm of middle lobe, bronchus or lung                                                                                                                                                                                                            ",Solid tumour (3)                                  
CANCER,B2230,Malignant neoplasm of middle lobe bronchus                                                                                                                                                                                                                     ,Solid tumour (3)                                  
CANCER,B2231,Malignant neoplasm of middle lobe of lung                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B223z,"Malignant neoplasm of middle lobe, bronchus or lung NOS                                                                                                                                                                                                        ",Solid tumour (3)                                  
CANCER,B224.,"Malignant neoplasm of lower lobe, bronchus or lung                                                                                                                                                                                                             ",Solid tumour (3)                                  
CANCER,B2240,Malignant neoplasm of lower lobe bronchus                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B2241,Malignant neoplasm of lower lobe of lung                                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,B224z,"Malignant neoplasm of lower lobe, bronchus or lung NOS                                                                                                                                                                                                         ",Solid tumour (3)                                  
CANCER,B225.,Malignant neoplasm of overlapping lesion of bronchus & lung                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B226.,Mesothelioma                                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B22y.,Malignant neoplasm of other sites of bronchus or lung                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B22z.,Malignant neoplasm of bronchus or lung NOS                                                                                                                                                                                                                     ,Solid tumour (3)                                  
CANCER,B23..,Malignant neoplasm of pleura                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B230.,Malignant neoplasm of parietal pleura                                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B232.,Mesothelioma of pleura                                                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,B23y.,Malignant neoplasm of other specified pleura                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B23z.,Malignant neoplasm of pleura NOS                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B24..,"Malignant neoplasm of thymus, heart and mediastinum                                                                                                                                                                                                            ",Solid tumour (3)                                  
CANCER,B240.,Malignant neoplasm of thymus                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B241.,Malignant neoplasm of heart                                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B2410,Malignant neoplasm of endocardium                                                                                                                                                                                                                              ,Solid tumour (3)                                  
CANCER,B2412,Malignant neoplasm of myocardium                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B2413,Malignant neoplasm of pericardium                                                                                                                                                                                                                              ,Solid tumour (3)                                  
CANCER,B241z,Malignant neoplasm of heart NOS                                                                                                                                                                                                                                ,Solid tumour (3)                                  
CANCER,B242.,Malignant neoplasm of anterior mediastinum                                                                                                                                                                                                                     ,Solid tumour (3)                                  
CANCER,B243.,Malignant neoplasm of posterior mediastinum                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B24X.,"Malignant neoplasm of mediastinum, part unspecified                                                                                                                                                                                                            ",Solid tumour (3)                                  
CANCER,B24z.,"Malignant neoplasm of heart, thymus and mediastinum NOS                                                                                                                                                                                                        ",Solid tumour (3)                                  
CANCER,B25..,"Malig neo, overlapping lesion of heart, mediastinum & pleura                                                                                                                                                                                                   ",Solid tumour (3)                                  
CANCER,B26..,"Malignant neoplasm, overlap lesion of resp & intrathor orgs                                                                                                                                                                                                    ",Solid tumour (3)                                  
CANCER,B2z..,Malig neop other/ill-defined sites resp/intrathoracic organs                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B2z0.,"Malig neop of upper respiratory tract, part unspecified                                                                                                                                                                                                        ",Solid tumour (3)                                  
CANCER,B2zy.,Malignant neoplasm of other site of respiratory tract                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B2zz.,Malignant neoplasm of respiratory tract NOS                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B3...,"Malig neop of bone, connective tissue, skin and breast                                                                                                                                                                                                         ",Solid tumour (3)                                  
CANCER,B30..,Malignant neoplasm of bone and articular cartilage                                                                                                                                                                                                             ,Solid tumour (3)                                  
CANCER,B300.,Malignant neoplasm of bones of skull and face                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B3000,Malignant neoplasm of ethmoid bone                                                                                                                                                                                                                             ,Solid tumour (3)                                  
CANCER,B3001,Malignant neoplasm of frontal bone                                                                                                                                                                                                                             ,Solid tumour (3)                                  
CANCER,B3002,Malignant neoplasm of malar bone                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B3003,Malignant neoplasm of nasal bone                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B3004,Malignant neoplasm of occipital bone                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B3005,Malignant neoplasm of orbital bone                                                                                                                                                                                                                             ,Solid tumour (3)                                  
CANCER,B3006,Malignant neoplasm of parietal bone                                                                                                                                                                                                                            ,Solid tumour (3)                                  
CANCER,B3007,Malignant neoplasm of sphenoid bone                                                                                                                                                                                                                            ,Solid tumour (3)                                  
CANCER,B3008,Malignant neoplasm of temporal bone                                                                                                                                                                                                                            ,Solid tumour (3)                                  
CANCER,B3009,Malignant neoplasm of zygomatic bone                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B300A,Malignant neoplasm of maxilla                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B300B,Malignant neoplasm of turbinate                                                                                                                                                                                                                                ,Solid tumour (3)                                  
CANCER,B300C,Malignant neoplasm of vomer                                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B300z,Malignant neoplasm of bones of skull and face NOS                                                                                                                                                                                                              ,Solid tumour (3)                                  
CANCER,B301.,Malignant neoplasm of mandible                                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,B302.,Malignant neoplasm of vertebral column                                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,B3020,Malignant neoplasm of cervical vertebra                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B3021,Malignant neoplasm of thoracic vertebra                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B3022,Malignant neoplasm of lumbar vertebra                                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B302z,Malignant neoplasm of vertebral column NOS                                                                                                                                                                                                                     ,Solid tumour (3)                                  
CANCER,B303.,"Malignant neoplasm of ribs, sternum and clavicle                                                                                                                                                                                                               ",Solid tumour (3)                                  
CANCER,B3030,Malignant neoplasm of rib                                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B3031,Malignant neoplasm of sternum                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B3032,Malignant neoplasm of clavicle                                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,B3033,Malignant neoplasm of costal cartilage                                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,B3034,Malignant neoplasm of costo-vertebral joint                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B3035,Malignant neoplasm of xiphoid process                                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B303z,"Malignant neoplasm of rib, sternum and clavicle NOS                                                                                                                                                                                                            ",Solid tumour (3)                                  
CANCER,B304.,Malignant neoplasm of scapula and long bones of upper arm                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B3040,Malignant neoplasm of scapula                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B3042,Malignant neoplasm of humerus                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B3043,Malignant neoplasm of radius                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B3044,Malignant neoplasm of ulna                                                                                                                                                                                                                                     ,Solid tumour (3)                                  
CANCER,B304z,Malig neop of scapula and long bones of upper arm NOS                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B305.,Malignant neoplasm of hand bones                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B3050,Malignant neoplasm of carpal bone - scaphoid                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B3051,Malignant neoplasm of carpal bone - lunate                                                                                                                                                                                                                     ,Solid tumour (3)                                  
CANCER,B305C,Malignant neoplasm of fifth metacarpal bone                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B305D,Malignant neoplasm of phalanges of hand                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B305z,Malignant neoplasm of hand bones NOS                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B306.,"Malignant neoplasm of pelvic bones, sacrum and coccyx                                                                                                                                                                                                          ",Solid tumour (3)                                  
CANCER,B3060,Malignant neoplasm of ilium                                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B3061,Malignant neoplasm of ischium                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B3062,Malignant neoplasm of pubis                                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B3063,Malignant neoplasm of sacral vertebra                                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B3064,Malignant neoplasm of coccygeal vertebra                                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,B3065,Malignant sacral teratoma                                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B306z,"Malignant neoplasm of pelvis, sacrum or coccyx NOS                                                                                                                                                                                                             ",Solid tumour (3)                                  
CANCER,B307.,Malignant neoplasm of long bones of leg                                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B3070,Malignant neoplasm of femur                                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B3071,Malignant neoplasm of fibula                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B3072,Malignant neoplasm of tibia                                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B307z,Malignant neoplasm of long bones of leg NOS                                                                                                                                                                                                                    ,Solid tumour (3)                                  
