terminology,code,term
BNF,0202030S0AAEAEA,Spironolactone 25mg/5ml oral suspension
BNF,0205052ADBBAAAA,Edarbi 20mg tablets
BNF,0205051K0BFABAB,Lisoretic 10mg/12.5mg tablets
BNF,0206020C0BRABAT,Bi-Carzem SR 90mg capsules
BNF,0205052I0AAAMAM,Irbesartan 100mg/5ml oral suspension
BNF,0204000H0AAAJAJ,Bisoprolol 2.5mg tablets
BNF,0205052N0BBADAH,Cozaar 12.5mg tablets
BNF,0205051E0AAAEAE,Cilazapril 5mg tablets
BNF,0205040V0BBAEAA,Hytrin tablets starter pack
BNF,0205051L0AAANAN,Lisinopril 7.5mg/5ml oral liquid
BNF,0202010D0AACDCD,Chlorothiazide 225mg/5ml oral liquid
BNF,0206020T0BMACAH,Vera-Til SR 240mg tablets (Accord Healthcare Ltd)
BNF,0206020B0BBABAB,Vastarel MR 35mg tablets
BNF,0204000T0BBACAF,Beta-Cardone 200mg tablets
BNF,0202030S0AADADA,Spironolactone 2.5mg/5ml oral liquid
BNF,0202010L0AAACAC,Hydrochlorothiazide 50mg tablets
BNF,0205051F0AAAFAF,Captopril 50mg tablets
BNF,0206020F0BIAEAB,Vascalpha 5mg modified-release tablets (NorthStar)
BNF,0206020F0AAAHAH,Felodipine 5mg/5ml oral solution
BNF,0204000H0BFACAK,Cardicor 3.75mg tablets
BNF,0205010U0AAABAB,Bosentan 125mg tablets
BNF,0205051ACAAAAAA,Perindopril erbumine 4mg / Amlodipine 5mg tablets
BNF,0206020R0AABKBK,Nifedipine 2.5mg/5ml oral suspension
BNF,0204000H0AAABAB,Bisoprolol 10mg tablets
BNF,0204000K0AAAAAA,Metoprolol 5mg/5ml solution for injection ampoules
BNF,0206020R0CEAAAR,Nifopress Retard 20mg tablets
BNF,0206020T0AAAAAA,Verapamil 5mg/2ml solution for injection ampoules
BNF,0205051U0AAACAC,Trandolapril 2mg capsules
BNF,0205051W0AAABAB,Imidapril 5mg tablets
BNF,0206020C0BPACAJ,Dilcardia SR 60mg capsules
BNF,0205010Y0BBAAAA,Revatio 20mg tablets
BNF,0205051L0AAAKAK,Lisinopril 15mg/5ml oral liquid
BNF,0205052C0BBADAD,Amias 16mg tablets
BNF,0205020H0BBACAE,Aldomet 500mg tablets
BNF,0205051R0AAAFAF,Ramipril 2.5mg/5ml oral liquid
BNF,0206020F0BLAAAB,Neofel XL 5mg tablets
BNF,0206020R0AAASAS,Nifedipine 20mg/ml oral drops
BNF,0205040D0AAAAAA,Doxazosin 1mg tablets
BNF,0206020A0AAALAL,Amlodipine 5mg/5ml oral solution sugar free
BNF,0205020H0AAACAC,Methyldopa 125mg tablets
BNF,0205052ACAAACAC,Generic Sevikar HCT 40mg/10mg/12.5mg tablets
BNF,0206020T0BHADAH,Verapress MR 240mg tablets (Teva)
BNF,0206020K0AAAAAA,Lacidipine 2mg tablets
BNF,0205051I0AAACAC,Enalapril 10mg tablets
BNF,0205040D0BDADAQ,Doxadura XL 4mg tablets
BNF,0202010P0BBABAD,Natrilix SR 1.5mg tablets
BNF,0205051J0AAAAAA,Fosinopril 10mg tablets
BNF,0205040D0AABABA,Doxazosin 1mg/5ml oral suspension
BNF,0205052ACAAAAAA,Generic Sevikar HCT 20mg/5mg/12.5mg tablets
BNF,0205010X0AAABAB,Ambrisentan 10mg tablets
BNF,0204000U0BBAAAA,Beta-Adalat modified-release capsules
BNF,0204000K0BBACAA,Betaloc I.V. 5mg/5ml solution for injection ampoules
BNF,0202030S0AAATAT,Spironolactone 25mg tablets
BNF,0206020C0BBAAAA,Tildiem 60mg modified-release tablets
BNF,0205052Y0BBAAAA,Olmetec Plus 20mg/12.5mg tablets
BNF,0205052ACAAABAB,Generic Sevikar HCT 40mg/5mg/12.5mg tablets
BNF,0205051ABAAAAAA,Perindopril tosilate 5mg / Indapamide 1.25mg tablets
BNF,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets
BNF,0205051S0BBABAB,Triapin 5mg/5mg modified-release tablets
BNF,0202030S0AADDDD,Spironolactone 20mg/5ml oral liquid
BNF,0205010Y0BBACAC,Revatio 10mg/12.5ml solution for injection vials
BNF,0202030S0AACXCX,Spironolactone 125mg/5ml oral liquid
BNF,020400010BBAAAA,Viskaldix tablets
BNF,0206020C0BBAEAX,Tildiem LA 200 capsules
BNF,0206020Q0AAACAC,Nicardipine 30mg modified-release capsules
BNF,0205051K0BBABAB,Zestoretic 10 tablets
BNF,0205051P0BBAAAA,Accuretic 10mg/12.5mg tablets
BNF,0205052V0AAAHAH,Valsartan 160mg tablets
BNF,0205040D0BBADAQ,Cardura XL 4mg tablets
BNF,0206020R0BLAAAR,Cardilate MR 20mg tablets
BNF,020400080AAAFAF,Carvedilol 6.25mg tablets
BNF,0205040D0AAAXAX,Doxazosin 4mg/5ml oral solution
BNF,0202010P0BMAAAD,Cardide SR 1.5mg tablets
BNF,0205020H0AAADAD,Methyldopa 250mg tablets
BNF,0205052X0BBAAAA,Co-Diovan 160mg/12.5mg tablets
BNF,0206020Q0BBABAB,Cardene 30mg capsules
BNF,0205051R0BBADAD,Tritace 10mg capsules
BNF,0205040V0AAACAC,Terazosin 5mg tablets
BNF,0205052V0BBACAC,Diovan 160mg capsules
BNF,0204000H0BFABAJ,Cardicor 2.5mg tablets
BNF,0205052X0AAABAB,Valsartan 160mg / Hydrochlorothiazide 25mg tablets
BNF,0205040D0AAAHAH,Doxazosin 8mg/5ml oral liquid
BNF,0205010U0BCABAB,Stayveer 125mg tablets
BNF,0204000E0AAASAS,Atenolol 10mg/5ml oral liquid
BNF,0206020C0BFACAT,Adizem-SR 90mg capsules
BNF,0205052AEBBAAAA,Entresto 49mg/51mg tablets
BNF,0206020R0AAARAR,Nifedipine 20mg modified-release tablets
BNF,0205040V0AAADAD,Terazosin 10mg tablets
BNF,0206020A0AAACAC,Amlodipine 5mg/5ml oral liquid
BNF,0206020T0AAAZAZ,Verapamil 40mg/5ml oral liquid
BNF,0206020L0AAABAB,Lercanidipine 20mg tablets
BNF,0206020R0BRABAE,Adipine MR 10 tablets
BNF,0205051F0AABWBW,Captopril 25mg/5ml oral liquid
BNF,0202030S0AACQCQ,Spironolactone 10mg/5ml oral solution
BNF,0206020T0BFABAJ,Univer 180mg modified-release capsules
BNF,0204000ABAAADAD,Nebivolol 1.25mg tablets
BNF,0205052C0AAADAD,Candesartan 16mg tablets
BNF,0205052P0AAABAB,Losartan 100mg / Hydrochlorothiazide 25mg tablets
BNF,0204000C0BBABAB,Sectral 200mg capsules
BNF,0204000H0AABFBF,Bisoprolol 2.5mg/5ml oral suspension
BNF,0205010U0AAAAAA,Bosentan 62.5mg tablets
BNF,0205010ABAAAEAE,Riociguat 2.5mg tablets
BNF,0205052C0AAACAC,Candesartan 8mg tablets
BNF,0206020C0AAAAAA,Diltiazem 60mg modified-release tablets
BNF,0204000H0AABJBJ,Bisoprolol 1.25mg/5ml oral solution
BNF,0205052Q0BCABAB,Tolura 80mg tablets
BNF,0204000T0AAACAC,Sotalol 80mg tablets
BNF,0205010N0AAABAB,Minoxidil 5mg tablets
BNF,0205053A0BBABAB,Rasilez 300mg tablets
BNF,0205052ABBBACAC,Sevikar 40mg/10mg tablets
BNF,0204000K0BDABAC,Lopresor 100mg tablets
BNF,0206020C0AAASAS,Diltiazem 120mg modified-release tablets
BNF,0206020T0BMADAU,Vera-Til SR 120mg tablets (Actavis)
BNF,0205051W0BBABAB,Tanatril 5mg tablets
BNF,0205052R0BDACAC,Tolucombi 80mg/25mg tablets
BNF,0205051N0AAAAAA,Perindopril erbumine 4mg / Indapamide 1.25mg tablets
BNF,0204000H0AAAMAM,Bisoprolol 1.25mg tablets
BNF,0205052I0AAACAC,Irbesartan 300mg tablets
BNF,0202030S0BBAAAT,Aldactone 25mg tablets
BNF,0202030S0AAEBEB,Spironolactone 50mg/5ml oral suspension
BNF,0204000M0AAAHAH,Nadolol 20mg/5ml oral suspension
BNF,0206020T0BKAAAV,Zolvera 40mg/5ml oral solution
BNF,0206020F0BFAAAB,Felogen XL 5mg tablets
BNF,0205051P0AAAAAA,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets
BNF,0206020C0BBABAC,Tildiem Retard 90mg tablets
BNF,0204000K0AAADAD,Metoprolol 200mg modified-release tablets
BNF,0206020Q0AAAAAA,Nicardipine 20mg capsules
BNF,0205051G0AAAAAA,Co-zidocapt 25mg/50mg tablets
BNF,0206020F0AAADAD,Felodipine 2.5mg modified-release tablets
BNF,0206020C0AABABA,Diltiazem 360mg modified-release capsules
BNF,0205052ADAAAAAA,Azilsartan medoxomil 20mg tablets
BNF,0204000K0AABMBM,Metoprolol 50mg/5ml oral solution
BNF,0205051F0BCABAE,Capoten 25mg tablets
BNF,0206020C0BBADAE,Tildiem LA 300 capsules
BNF,0206020R0AABQBQ,Nifedipine 10mg/5ml oral suspension
BNF,0205040V0BBACAC,Hytrin 5mg tablets
BNF,0206020C0BTAAAA,Retalzem 60 modified-release tablets
BNF,0202030S0AAEEEE,Spironolactone 100mg/5ml oral suspension
BNF,0205052ADBBACAC,Edarbi 80mg tablets
BNF,0206020C0BCACAC,Calcicard CR 90mg tablets
BNF,0206020T0AAAHAH,Verapamil 240mg modified-release tablets
BNF,0206020R0AAAPAP,Nifedipine 60mg modified-release tablets
BNF,0205051K0AAABAB,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets
BNF,0205051Y0AAABAB,Perindopril arginine 5mg tablets
BNF,0205052Y0BBACAC,Olmetec Plus 40mg/12.5mg tablets
BNF,0205051W0BBAAAA,Tanatril 10mg tablets
BNF,0205010N0BBAAAA,Loniten 2.5mg tablets
BNF,0204000I0AAAIAI,Labetalol 50mg/5ml oral liquid
BNF,0206020C0BNADAE,Viazem XL 300mg capsules
BNF,0205052W0AAACAC,Eprosartan 600mg tablets
BNF,0206020C0AAAUAU,Diltiazem 120mg modified-release capsules
BNF,0206020C0BJADAW,Angitil XL 240 capsules
BNF,0202010D0AAAFAF,Chlorothiazide 500mg tablets
BNF,0205052X0BBABAB,Co-Diovan 160mg/25mg tablets
BNF,0205010J0AAA8A8,Hydralazine 25mg/5ml oral liquid
BNF,0204000E0AAANAN,Atenolol 25mg/5ml oral liquid
BNF,0205052X0AAACAC,Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets
BNF,0206020T0BHAAAH,Verapress MR 240mg tablets (Dexcel-Pharma)
BNF,0204000I0BCABAC,Trandate 100mg tablets
BNF,0205052P0BBAAAA,Cozaar-Comp 50mg/12.5mg tablets
BNF,0206020M0AAABAB,Nimodipine 30mg tablets
BNF,0202010D0AACYCY,Chlorothiazide 250mg tablets
BNF,0205020H0AAAEAE,Methyldopa 500mg tablets
BNF,0205052R0AAACAC,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets
BNF,0206020K0BBAAAA,Motens 2mg tablets
BNF,0205051I0AACBCB,Enalapril 1.25mg/5ml oral suspension
BNF,0206020F0BBAAAB,Plendil 5mg modified-release tablets
BNF,0205052A0BBABAB,CoAprovel 300mg/12.5mg tablets
BNF,0202010B0BEABAB,Neo-Naclex 2.5mg tablets
BNF,0205052V0BBAFAJ,Diovan 3mg/1ml oral solution
BNF,0204000I0AAAEAE,Labetalol 400mg tablets
BNF,0205051R0AAAHAH,Ramipril 10mg/5ml oral liquid
BNF,0205052N0AAAFAF,Losartan 100mg/5ml oral liquid
BNF,0205051F0AADUDU,Captopril 50mg capsules
BNF,0206020C0AAAWAW,Diltiazem 240mg modified-release capsules
BNF,0206020C0BZABAU,Uard 120XL capsules
BNF,0205051I0AAAAAA,Enalapril 2.5mg tablets
BNF,0206020R0BGACBE,Coracten XL 30mg capsules
BNF,0205051I0AABYBY,Enalapril 5mg/5ml oral solution
BNF,0206020L0BBABAB,Zanidip 20mg tablets
BNF,0205051L0BBABAB,Zestril 5mg tablets
BNF,0204000H0AAARAR,Bisoprolol 10mg/5ml oral liquid
BNF,0205020H0AAAIAI,Methyldopa 250mg/5ml oral suspension
BNF,0202010D0AABJBJ,Chlorothiazide 30mg/5ml oral liquid
BNF,0205051F0AABRBR,Captopril 10mg/5ml oral liquid
BNF,0204000E0AAAGAG,Atenolol 25mg tablets
BNF,0205051I0AAABAB,Enalapril 5mg tablets
BNF,0205052I0AAABAB,Irbesartan 150mg tablets
BNF,0206020F0BEAAAB,Felotens XL 5mg tablets
BNF,0206020T0BMACAH,Vera-Til SR 240mg tablets (Actavis)
BNF,0206020R0CBACAE,Nifedipress MR 10 tablets (Teva)
BNF,0206020T0AABIBI,Verapamil 120mg modified-release tablets (old)
BNF,0205051ACAAACAC,Perindopril erbumine 8mg / Amlodipine 10mg tablets
BNF,0206020F0AAAEAE,Felodipine 2.5mg modified-release tablets (old)
BNF,0206020F0BJABAC,Parmid XL 10mg tablets
BNF,0202010L0AAASAS,Hydrochlorothiazide 10mg/5ml oral liquid
BNF,0205010ABAAADAD,Riociguat 2mg tablets
BNF,0206020T0AAAUAU,Verapamil 120mg modified-release tablets
BNF,0204000M0AAABAB,Nadolol 80mg tablets
BNF,0205040M0AAACAC,Phenoxybenzamine 10mg capsules
BNF,0204000T0AAAMAM,Sotalol 40mg/5ml oral liquid
BNF,0202010L0AAAYAY,Hydrochlorothiazide 12.5mg tablets
BNF,0206020R0BHAEAE,Angiopine MR 10mg tablets
BNF,0205010J0AAAGAG,Hydralazine 25mg tablets
BNF,0204000C0AAADAD,Acebutolol 400mg tablets
BNF,0205052R0BBAAAA,MicardisPlus 40mg/12.5mg tablets
BNF,0206020R0BBAAAA,Adalat 5mg capsules
BNF,0202010D0AADGDG,Chlorothiazide 200mg/5ml oral suspension
BNF,0205051L0BEAAAA,Lisopress 2.5mg tablets
BNF,0205052N0AAAAAA,Losartan 25mg tablets
BNF,0204000H0BFAFAB,Cardicor 10mg tablets
BNF,0205040S0BBABAC,Hypovase 1mg tablets
BNF,0205051R0BBAIAN,Tritace 10mg tablets
BNF,0202010Y0BBAAAA,Diurexan 20mg tablets
BNF,0204000K0AAAFAF,Metoprolol 12.5mg capsules
BNF,0202030C0AAAXAX,Amiloride 5mg/5ml oral suspension
BNF,0206020K0AAABAB,Lacidipine 4mg tablets
BNF,0206020C0BNACAW,Viazem XL 240mg capsules
BNF,0205051Y0BBACAC,Coversyl Arginine 10mg tablets
BNF,0205020M0BBABAB,Physiotens 400microgram tablets (Mylan)
BNF,0206020Z0BBABAB,Exforge 5mg/160mg tablets
BNF,0206020R0BGABAM,Coracten SR 10mg capsules
BNF,0206020C0BIADAE,Slozem 300mg capsules
BNF,0206020F0BLAEAD,Neofel XL 2.5mg tablets (Almus)
BNF,0202010D0BCAAAU,Diuril 250mg/5ml oral suspension
BNF,0205040S0AAAIAI,Prazosin 500micrograms/5ml oral liquid
BNF,0205051R0AAAKAK,Ramipril 1.25mg tablets
BNF,0205051ACAAADAD,Perindopril erbumine 8mg / Amlodipine 5mg tablets
BNF,0204000I0AAAAAA,Labetalol 100mg/20ml solution for injection ampoules
BNF,0206020A0AAABAB,Amlodipine 10mg tablets
BNF,0205052W0AAAAAA,Eprosartan 300mg tablets
BNF,0202030S0AAEFEF,Spironolactone 25mg/5ml oral solution
BNF,0204000H0BKAAAM,Congescor 1.25mg tablets (Tillomed)
BNF,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free
BNF,0205052P0BBACAC,Cozaar-Comp 100mg/12.5mg tablets
BNF,0205052W0BBACAC,Teveten 600mg tablets
BNF,0202010V0AAAAAA,Metolazone 5mg tablets
BNF,0205051L0AAACAC,Lisinopril 10mg tablets
BNF,0205052ABAAACAC,Olmesartan medoxomil 40mg / Amlodipine 10mg tablets
BNF,0205040V0BBABAB,Hytrin 2mg tablets
BNF,0204000H0AABHBH,Bisoprolol 5mg/5ml oral suspension
BNF,0205052ACAAAEAE,Generic Sevikar HCT 40mg/10mg/25mg tablets
BNF,0205010AAAAAAAA,Macitentan 10mg tablets
BNF,0205010ABBBAEAE,Adempas 2.5mg tablets
BNF,0206020F0BBABAC,Plendil 10mg modified-release tablets
BNF,0206020C0BYACAU,Kenzem SR 120mg capsules
BNF,0206020Q0BBACAC,Cardene SR 30mg capsules
BNF,0205051F0AABNBN,Captopril 5mg/5ml oral liquid
BNF,0205010X0BBABAB,Volibris 10mg tablets
BNF,0205052Q0BCAAAA,Tolura 40mg tablets
BNF,0205051J0BBABAB,Staril 20mg tablets
BNF,0202010P0AAAAAA,Indapamide 2.5mg tablets
BNF,0205052ABAAAAAA,Olmesartan medoxomil 20mg / Amlodipine 5mg tablets
BNF,0205052C0BBACAC,Amias 8mg tablets
BNF,0206020R0AAAXAX,Nifedipine 40mg modified-release tablets
BNF,0206020B0AAABAB,Trimetazidine 35mg modified-release tablets
BNF,0206020R0BLABAE,Cardilate MR 10mg tablets
BNF,0206020C0BWAEAJ,Disogram SR 60mg capsules
BNF,0204000K0BBAAAB,Betaloc 50mg tablets
BNF,0204000T0AAARAR,Sotalol 30mg/5ml oral solution
BNF,0205052V0AAADAD,Valsartan 40mg tablets
BNF,0206020T0AAAJAJ,Verapamil 180mg modified-release capsules
BNF,0205040D0BIAAAQ,Doxzogen XL 4mg tablets
BNF,0205051I0AABSBS,Enalapril 1.5mg/5ml oral liquid
BNF,0202030X0AAABAB,Eplerenone 50mg tablets
BNF,0205052R0BCACAC,Actelsar HCT 80mg/25mg tablets
BNF,0205051L0AAAYAY,Lisinopril 20mg/5ml oral solution
BNF,0205020E0AAACAC,Clonidine 100microgram tablets
BNF,0205040D0AABBBB,Doxazosin 8mg tablets
BNF,0205051L0AAAHAH,Lisinopril 10mg/5ml oral liquid
BNF,0202030X0AAAAAA,Eplerenone 25mg tablets
BNF,0202010P0AAADAD,Indapamide 1.5mg modified-release tablets
BNF,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets
BNF,0205052V0AAAIAI,Valsartan 80mg tablets
BNF,0205051R0AAAMAM,Ramipril 5mg tablets
BNF,0205052B0AAACAC,Olmesartan medoxomil 40mg tablets
BNF,0206020C0AABIBI,Diltiazem 60mg/5ml oral suspension
BNF,0205051I0AAAJAJ,Enalapril 2.5mg/5ml oral liquid
BNF,0205051M0AAABAB,Perindopril erbumine 4mg tablets
BNF,0205052ACBBAEAE,Sevikar HCT 40mg/10mg/25mg tablets
BNF,0205051I0BBADAD,Innovace 20mg tablets
BNF,0205051F0BDABAE,Ecopace 25mg tablets
BNF,0206020F0BLACAD,Neofel XL 2.5mg tablets (Kent Pharm)
BNF,0206020F0BJAAAB,Parmid XL 5mg tablets
BNF,0202010L0AAAJAJ,Hydrochlorothiazide 12.5mg/5ml oral liquid
BNF,0205052V0AAACAC,Valsartan 160mg capsules
BNF,0206020R0CFAAAR,Valni 20 Retard tablets
BNF,0205020E0BBAAAC,Catapres 100microgram tablets
BNF,0205051L0BEACAC,Lisopress 10mg tablets
BNF,020400080AAAPAP,Carvedilol 5mg/5ml oral suspension
BNF,0206020K0BDAAAB,Molap 4mg tablets
BNF,0205052ACAAADAD,Generic Sevikar HCT 40mg/5mg/25mg tablets
BNF,0205020M0AAAAAA,Moxonidine 200microgram tablets
BNF,0206020R0BGADBF,Coracten XL 60mg capsules
BNF,0204000K0BDACAD,Lopresor SR 200mg tablets
BNF,0205052P0AAAAAA,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets
BNF,0205040V0AAABAB,Terazosin 2mg tablets
BNF,0205052C0BBAAAA,Amias 2mg tablets
BNF,0205010J0AABKBK,Hydralazine 10mg tablets
BNF,0205020E0BBAGAH,Catapres TTS 3 patches
BNF,0205051Y0BBAAAA,Coversyl Arginine 2.5mg tablets
BNF,0206020F0BLADAD,Neofel XL 2.5mg tablets (Actavis)
BNF,0205010Z0BBAAAA,Adcirca 20mg tablets
BNF,0205051M0BBAAAA,Coversyl 2mg tablets
BNF,0205051N0BBAAAA,Coversyl Plus tablets
BNF,0206020R0BWABAR,Tensipine MR 20 tablets
BNF,0204000ABAAAAAA,Nebivolol 5mg tablets
BNF,0202030S0AACYCY,Spironolactone 7mg/5ml oral liquid
BNF,0206020R0AAAHAH,Nifedipine 20mg modified-release capsules
BNF,0205052N0AAAJAJ,Losartan 50mg/5ml oral suspension
BNF,0202010L0AAATAT,Hydrochlorothiazide 5mg/5ml oral liquid
BNF,0202030S0AADUDU,Spironolactone 2mg/5ml oral liquid
BNF,0206020C0AAACAC,Diltiazem 90mg modified-release tablets
BNF,0205052Q0AAACAC,Telmisartan 20mg tablets
BNF,0205052N0AAAEAE,Losartan 50mg/5ml oral solution
BNF,0206020F0BEACAD,Felotens XL 2.5mg tablets
BNF,0205053A0BBAAAA,Rasilez 150mg tablets
BNF,0205020M0AAACAC,Moxonidine 300microgram tablets
BNF,0205051U0AAABAB,Trandolapril 1mg capsules
BNF,0205010J0AAA4A4,Hydralazine 50mg/5ml oral liquid
BNF,0204000T0BCABAE,Sotacor 160mg tablets
BNF,0205051I0AABTBT,Enalapril 1.2mg/5ml oral liquid
BNF,0206020C0BBACAS,Tildiem Retard 120mg tablets
BNF,0205052ADAAABAB,Azilsartan medoxomil 40mg tablets
BNF,0205020M0BBACAC,Physiotens 300microgram tablets (Mylan)
BNF,0206020R0BBAIAP,Adalat LA 60mg tablets
BNF,0206020F0AAABAB,Felodipine 5mg modified-release tablets
BNF,0206020C0BFAJAX,Adizem-XL 200mg capsules
BNF,0206020R0BBAHAN,Adalat LA 30mg tablets
BNF,0205052N0BBAAAA,Cozaar 25mg tablets
BNF,0205010X0BBAAAA,Volibris 5mg tablets
BNF,0206020A0BBAAAA,Istin 5mg tablets
BNF,0206020C0BJACAV,Angitil SR 180 capsules
BNF,0206020R0CBAEAR,Nifedipress MR 20 tablets (Teva)
BNF,0206020C0BIACAW,Slozem 240mg capsules
BNF,0206020R0BBAGAE,Adalat retard 10mg tablets
BNF,0205040D0BGABAQ,Cardozin XL 4mg tablets (Almus)
BNF,0205052Q0AAABAB,Telmisartan 80mg tablets
BNF,0206020F0BDABAD,Cabren 2.5mg modified-release tablets
BNF,0205051Q0AAAAAA,Quinapril 5mg tablets
BNF,0205052Q0BBABAB,Micardis 80mg tablets
BNF,0206020Q0AAADAD,Nicardipine 45mg modified-release capsules
BNF,0206020M0BBABAB,Nimotop 30mg tablets
BNF,0206020T0BDACAF,Securon 120mg tablets
BNF,0204000ABAAABAB,Nebivolol 2.5mg tablets
BNF,0205040S0AAACAC,Prazosin 1mg tablets
BNF,0205051F0AAADAD,Captopril 12.5mg tablets
BNF,0205051K0BCAAAA,Carace 20 Plus tablets
BNF,0206020F0BKAAAB,Cardioplen XL 5mg tablets
BNF,0204000H0AABEBE,Bisoprolol 2.5mg/5ml oral solution
BNF,0205051Q0BBACAC,Accupro 20mg tablets
BNF,0202010P0BJAAAD,Indipam XL 1.5mg tablets
BNF,0205051F0AADFDF,Captopril 12mg/5ml oral solution
BNF,0206020T0AAAFAF,Verapamil 120mg tablets
BNF,0204000N0AAACAC,Oxprenolol 40mg tablets
BNF,0205040D0BEAAAQ,Slocinx XL 4mg tablets
BNF,0206020R0AABEBE,Nifedipine 30mg modified-release capsules
BNF,0205052A0AAACAC,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets
BNF,020400060BBAAAA,Celectol 200mg tablets
BNF,0205052R0BCABAB,Actelsar HCT 80mg/12.5mg tablets
BNF,0202010D0AADEDE,Chlorothiazide 25mg/5ml oral suspension
BNF,0205020E0AAAGAG,Clonidine 200micrograms/24hours transdermal patches
BNF,0205051K0BFAAAA,Lisoretic 20mg/12.5mg tablets
BNF,0204000C0AAABAB,Acebutolol 200mg capsules
BNF,0205051Z0BBAAAA,Coversyl Arginine Plus 5mg/1.25mg tablets
BNF,0205051Z0AAAAAA,Perindopril arginine 5mg / Indapamide 1.25mg tablets
BNF,0205052ABBBABAB,Sevikar 40mg/5mg tablets
BNF,0206020T0BHACAH,Verapress MR 240mg tablets (Actavis)
BNF,0202010L0AAAMAM,Hydrochlorothiazide 25mg/5ml oral liquid
BNF,0206020R0CBABAR,Nifedipress MR 20 tablets (Dexcel-Pharma)
BNF,0202030X0BBAAAA,Inspra 25mg tablets
BNF,0204000I0BCAAAB,Trandate 50mg tablets
BNF,0205052ACBBADAD,Sevikar HCT 40mg/5mg/25mg tablets
BNF,0204000H0AABIBI,Bisoprolol 1.25mg/5ml oral suspension
BNF,0205051G0AAABAB,Co-zidocapt 12.5mg/25mg tablets
BNF,0205052V0BBABAB,Diovan 80mg capsules
BNF,0202030S0AAEDED,Spironolactone 10mg/5ml oral suspension
BNF,0206020A0BBABAB,Istin 10mg tablets
BNF,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free
BNF,0204000T0AAATAT,Sotalol 25mg/5ml oral solution
BNF,0202010L0AAAPAP,Hydrochlorothiazide 50mg/5ml oral liquid
BNF,0205040D0BDABAB,Doxadura 2mg tablets
BNF,0205052Y0AAACAC,Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tab
BNF,0205010N0BBABAB,Loniten 5mg tablets
BNF,0206020R0CJABAP,Nidef 60mg modified-release tablets
BNF,0206020A0AAAAAA,Amlodipine 5mg tablets
BNF,0204000ABAAACAC,Nebivolol 10mg tablets
BNF,0204000V0AAAAAA,Timolol 10mg tablets
BNF,0205040S0AAADAD,Prazosin 2mg tablets
BNF,0205020E0AAABAB,Clonidine 150micrograms/1ml solution for injection ampoules
BNF,0205051F0AABYBY,Captopril 2.5mg/5ml oral liquid
BNF,0204000E0AAABAB,Atenolol 50mg tablets
BNF,0205052P0AAACAC,Losartan 100mg / Hydrochlorothiazide 12.5mg tablets
BNF,0205052Q0BBACAC,Micardis 20mg tablets
BNF,0204000K0AAASAS,Metoprolol 25mg/5ml oral liquid
BNF,0204000K0AABLBL,Metoprolol 12.5mg/5ml oral suspension
BNF,0205051J0AAABAB,Fosinopril 20mg tablets
BNF,0205052B0BBACAC,Olmetec 40mg tablets
BNF,0206020R0AAAUAU,Nifedipine 100mg/5ml oral suspension
BNF,0206020C0BMAAAE,Zemtard 300 XL capsules
BNF,0206020Q0AAABAB,Nicardipine 30mg capsules
BNF,0206020C0AAAJAJ,Diltiazem 60mg modified-release capsules
BNF,0204000I0BCACAD,Trandate 200mg tablets
BNF,0204000E0BBAFAB,Tenormin LS 50mg tablets
BNF,0205052A0BBACAC,CoAprovel 300mg/25mg tablets
BNF,0204000C0BBAAAA,Sectral 100mg capsules
BNF,0206020A0AAADAD,Amlodipine 10mg/5ml oral liquid
BNF,0205052C0AAAAAA,Candesartan 2mg tablets
BNF,0205051M0AAAAAA,Perindopril erbumine 2mg tablets
BNF,0206020C0BHACAU,Dilzem SR 120 capsules
BNF,0206020C0BVACAE,Zemret 300 XL capsules
BNF,0205051I0BBABAB,Innovace 5mg tablets
BNF,0205040D0BBABAB,Cardura 2mg tablets
BNF,0205051F0AABXBX,Captopril 6.25mg/5ml oral liquid
BNF,0205040D0AAAQAQ,Doxazosin 4mg modified-release tablets
BNF,0205010Y0AAAAAA,Sildenafil 20mg tablets
BNF,020400060AAABAB,Celiprolol 400mg tablets
BNF,0206020C0BHAEAV,Dilzem XL 180 capsules
BNF,0206020Z0BBAAAA,Exforge 5mg/80mg tablets
BNF,0206020R0BBAJAR,Adalat LA 20mg tablets
BNF,0202030S0AACTCT,Spironolactone 6.25mg/5ml oral liquid
BNF,0205052ACBBACAC,Sevikar HCT 40mg/10mg/12.5mg tablets
BNF,0206020C0BYABAT,Kenzem SR 90mg capsules
BNF,0205051Q0AAACAC,Quinapril 20mg tablets
BNF,0205040D0BKAAAQ,Raporsin XL 4mg tablets (Actavis)
