Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,7925312,rima single anastomosis,res30: Ischaemic heart disease,diagnostic
Read,9Ob9.00,Coronary heart disease monitoring telephone invite,res30: Ischaemic heart disease,diagnostic
Read,Gyu5.00,[x]other forms of heart disease,res30: Ischaemic heart disease,diagnostic
Read,Gyu3200,[x]other forms of acute ischaemic heart disease,res30: Ischaemic heart disease,diagnostic
Read,G38z.00,"postoperative myocardial infarction, unspecified",res30: Ischaemic heart disease,diagnostic
Read,7922000,allograft replacement of one coronary artery,res30: Ischaemic heart disease,diagnostic
Read,G365.00,rupture papillary muscle/curr comp fol acute myocard infarct,res30: Ischaemic heart disease,diagnostic
Read,SP00300,mechanical complication of coronary bypass,res30: Ischaemic heart disease,diagnostic
Read,792Cy00,other specified replacement of coronary artery,res30: Ischaemic heart disease,diagnostic
Read,G353.00,subsequent myocardial infarction of other sites,res30: Ischaemic heart disease,diagnostic
Read,7A6S300,percutaneous transluminal venous thrombolysis nec,res30: Ischaemic heart disease,diagnostic
Read,7926z00,connection of other thoracic artery to coronary artery nos,res30: Ischaemic heart disease,diagnostic
Read,7929600,percutaneous transluminal atherectomy of coronary artery,res30: Ischaemic heart disease,diagnostic
Read,7A56400,percutaneous transluminal balloon angioplasty of artery,res30: Ischaemic heart disease,diagnostic
Read,793G200,perc translum balloon angioplasty insert 1-2 stents cor art,res30: Ischaemic heart disease,diagnostic
Read,7928300,percut translum cutting balloon angioplasty coronary artery,res30: Ischaemic heart disease,diagnostic
Read,793G300,percutaneous cor balloon angiop 3 more stents cor art nec,res30: Ischaemic heart disease,diagnostic
Read,793G100,perc tran ball angio ins 3 or more drug elut stents cor art,res30: Ischaemic heart disease,diagnostic
Read,7923000,prosthetic replacement of one coronary artery,res30: Ischaemic heart disease,diagnostic
Read,8LF..00,coronary angiography planned,res30: Ischaemic heart disease,diagnostic
Read,8L40.00,coronary artery bypass graft operation planned,res30: Ischaemic heart disease,diagnostic
Read,7926,connection of other thoracic artery to coronary artery,res30: Ischaemic heart disease,diagnostic
Read,793Gy00,os perc translumina balloon angioplast stenting coronary art,res30: Ischaemic heart disease,diagnostic
Read,8H2V.00,admit ischaemic heart disease emergency,res30: Ischaemic heart disease,diagnostic
Read,Gyu7000,[x]atherosclerosis of other arteries,res30: Ischaemic heart disease,diagnostic
Read,44p2.00,cardiac troponin positive,res30: Ischaemic heart disease,diagnostic
Read,Gyu3400,[x]acute transmural myocardial infarction of unspecif site,res30: Ischaemic heart disease,diagnostic
Read,14AT.00,history of myocardial infarction,res30: Ischaemic heart disease,diagnostic
Read,7924y00,other specified revision of bypass for coronary artery,res30: Ischaemic heart disease,diagnostic
Read,Gyu3600,[x]subsequent myocardial infarction of unspecified site,res30: Ischaemic heart disease,diagnostic
Read,8CMP.00,coronary heart disease care plan,res30: Ischaemic heart disease,diagnostic
Read,187..00,frequency of angina,res30: Ischaemic heart disease,diagnostic
Read,14AW.00,h/o acute coronary syndrome,res30: Ischaemic heart disease,diagnostic
Read,G39..00,coronary microvascular disease,res30: Ischaemic heart disease,diagnostic
Read,8IEY.00,referral to angina plan self-management programme declined,res30: Ischaemic heart disease,diagnostic
Read,G383.00,postoperative transmural myocardial infarction unspec site,res30: Ischaemic heart disease,diagnostic
Read,8T04.00,referral to angina plan self-management programme,res30: Ischaemic heart disease,diagnostic
Read,661M000,angina self-management plan agreed,res30: Ischaemic heart disease,diagnostic
