Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,70367020,Diamorphine 3mg/5ml oral solution,res38: Opioid analgesics,drug
Multilex,73078020,OxyContin 5mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,72523020,Morphine sulfate 20mg/ml oral solution sugar free,res38: Opioid analgesics,drug
Multilex,73071020,Oxycodone 5mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,73519020,Sevredol 50mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,73057020,OxyNorm 20mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,73133020,Diamorphine 15mg/5ml Oral solution (Manufacturer unknown),res38: Opioid analgesics,drug
Multilex,73145020,Diamorphine 5mg/5ml oral solution,res38: Opioid analgesics,drug
Multilex,94386020,Pethidine capsule,res38: Opioid analgesics,drug
Multilex,94823020,Pethidine 50mg capsules,res38: Opioid analgesics,drug
Multilex,94311020,Zeridame SR 150mg tablets (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,96522020,Targinact 20mg/10mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96510020,Maxitram SR 100mg capsules (Chiesi Ltd),res38: Opioid analgesics,drug
Multilex,96387020,Effentora 800microgram buccal tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,96508020,Maxitram SR 50mg capsules (Chiesi Ltd),res38: Opioid analgesics,drug
Multilex,75444020,Dihydrocodeine 30mg tablets (Almus Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96063020,Morphine 100mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,96512020,Maxitram SR 150mg capsules (Chiesi Ltd),res38: Opioid analgesics,drug
Multilex,75378020,Oramorph sr 100mg Tablet (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,04490020,Tramadol 50mg capsules (Bristol Laboratories Ltd),res38: Opioid analgesics,drug
Multilex,75364020,Oramorph sr 60mg Tablet (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,75363020,Oramorph sr 30mg Tablet (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,74003020,Sevredol 10mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,74010020,Morphine 50mg tablets,res38: Opioid analgesics,drug
Multilex,74009020,Morphine 20mg tablets,res38: Opioid analgesics,drug
Multilex,74004020,Sevredol 20mg tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,74008020,Morphine 10mg tablets,res38: Opioid analgesics,drug
Multilex,74663020,Morphine and Cocaine elixir,res38: Opioid analgesics,drug
Multilex,75362020,Oramorph sr 10mg Tablet (Boehringer Ingelheim Ltd),res38: Opioid analgesics,drug
Multilex,75279020,Pethidine 50mg Capsule (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,75448020,MST Continus Suspension 60mg granules sachets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,75449020,MST Continus Suspension 100mg granules sachets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,75450020,MST Continus Suspension 200mg granules sachets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,75453020,Morphine 60mg modified-release granules sachets sugar free,res38: Opioid analgesics,drug
Multilex,75454020,Morphine 100mg modified-release granules sachets sugar free,res38: Opioid analgesics,drug
Multilex,75455020,Morphine 200mg modified-release granules sachets sugar free,res38: Opioid analgesics,drug
Multilex,75791020,Zydol 50mg capsules (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,76929020,Oxycodone 80mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,75788020,Tramadol 50mg soluble tablets sugar free,res38: Opioid analgesics,drug
Multilex,75786020,Tramadol 50mg capsules,res38: Opioid analgesics,drug
Multilex,76276020,Co-codamol 30mg/500mg effervescent tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,76092020,Fentanyl 400microgram lozenges,res38: Opioid analgesics,drug
Multilex,76091020,Fentanyl 200microgram lozenges,res38: Opioid analgesics,drug
Multilex,76268020,Morphgesic SR 10mg tablets (AMCo),res38: Opioid analgesics,drug
Multilex,76473020,Dromadol SR 150mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,76711020,Tramadol 200mg modified-release capsules (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,76472020,Dromadol SR 100mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,76304020,Morphgesic SR 30mg tablets (AMCo),res38: Opioid analgesics,drug
Multilex,76338020,Codeine phosphate 30mg Tablet (Wockhardt UK Ltd),res38: Opioid analgesics,drug
Multilex,76475020,Dromadol SR 200mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,76604020,Co-codamol 30mg/500mg effervescent tablets (Actavis UK Ltd),res38: Opioid analgesics,drug
Multilex,76934020,OxyContin 10mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,76930020,Oxycodone 5mg/5ml oral solution sugar free,res38: Opioid analgesics,drug
Multilex,76931020,Oxycodone 10mg/ml oral solution sugar free,res38: Opioid analgesics,drug
Multilex,76935020,OxyContin 20mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,76936020,OxyContin 40mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,76939020,OxyContin 80mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96516020,Oxycodone 10mg / Naloxone 5mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,76947020,Sevredol 20mg/ml concentrated oral solution (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96514020,Maxitram SR 200mg capsules (Chiesi Ltd),res38: Opioid analgesics,drug
Multilex,96061020,Morphine 90mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,96059020,Morphine sulphate 10mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,93710020,Tramquel SR 50mg capsules (Beechmere Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96520020,Targinact 10mg/5mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,96518020,Oxycodone 20mg / Naloxone 10mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,76946020,Sevredol 10mg/5ml oral solution (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,79776020,Paracetamol 1000mg with codeine phosphate 60mg effervescent powder sugar free,res38: Opioid analgesics,drug
Multilex,77532020,Codeine phosphate 60mg Tablet (Wockhardt UK Ltd),res38: Opioid analgesics,drug
Multilex,79715020,M-eslon 10mg Capsule (Trinity Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,77140020,Tramadol sr 50mg Capsule (Hillcross Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,77203020,Fentanyl 600microgram lozenges,res38: Opioid analgesics,drug
Multilex,77473020,Paracetamol 500mg with codeine phosphate 30 mg tablet,res38: Opioid analgesics,drug
Multilex,77204020,Fentanyl 800microgram lozenges,res38: Opioid analgesics,drug
Multilex,77205020,Fentanyl 1.2mg lozenges,res38: Opioid analgesics,drug
Multilex,79352020,Oxycodone 40mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,77909020,Dromadol XL 400mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Opioid analgesics,drug
Multilex,77918020,Dromadol XL 150mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Opioid analgesics,drug
Multilex,77919020,Dromadol XL 200mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Opioid analgesics,drug
Multilex,79351020,Oxycodone 20mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,77920020,Dromadol XL 300mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Opioid analgesics,drug
Multilex,78227020,Rhotard Morphine SR 10mg tablets (Sovereign Medical Ltd),res38: Opioid analgesics,drug
Multilex,78230020,Rhotard Morphine SR 30mg tablets (Sovereign Medical Ltd),res38: Opioid analgesics,drug
Multilex,79350020,Oxycodone 10mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,80055020,Co-codamol 30mg/500mg tablets,res38: Opioid analgesics,drug
Multilex,79897020,Morphine sulphate 12 200mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,79777020,Paracetamol 500mg with codeine phosphate 30mg effervescent powder sugar free,res38: Opioid analgesics,drug
Multilex,79896020,Morphine sulphate 100mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,79868020,Morphine sulphate 12 30mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,79867020,Morphine 10mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,79880020,Zapain 30mg/500mg tablets (AMCo),res38: Opioid analgesics,drug
Multilex,79869020,Morphine sulphate 12 60mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,79879020,Zapain 30mg/500mg capsules (AMCo),res38: Opioid analgesics,drug
Multilex,96317020,Abstral 600microgram sublingual tablets (ProStrakan Ltd),res38: Opioid analgesics,drug
Multilex,79959020,Zydol SR 200mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,79957020,Zydol SR 100mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,79958020,Zydol SR 150mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,79961020,Tramadol 100mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,79962020,Tramadol 12 Modified-release tablet,res38: Opioid analgesics,drug
Multilex,80054020,Co-codamol 30mg/500mg effervescent tablets,res38: Opioid analgesics,drug
Multilex,79974020,Tramadol 100mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,79963020,Tramadol 12 Modified-release tablet,res38: Opioid analgesics,drug
Multilex,79973020,Tramadol 50mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,80053020,Co-codamol 30mg/500mg capsules,res38: Opioid analgesics,drug
Multilex,79975020,Tramadol 150mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,79982020,Tramadol 200mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,81735020,Actiq 600microgram lozenges with integral oromucosal applicator (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,81734020,Actiq 400microgram lozenges with integral oromucosal applicator (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,81626020,Morphine sulphate 24 30mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,80384020,Oxycodone 20mg capsules,res38: Opioid analgesics,drug
Multilex,80383020,Oxycodone 10mg capsules,res38: Opioid analgesics,drug
Multilex,80288020,Fentanyl 1.6mg lozenges,res38: Opioid analgesics,drug
Multilex,80382020,Oxycodone 5mg capsules,res38: Opioid analgesics,drug
Multilex,80790020,Morcap SR 100mg capsules (Hospira UK Ltd),res38: Opioid analgesics,drug
Multilex,80386020,OxyNorm liquid 5mg/5ml oral solution (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,80387020,OxyNorm 10mg/ml concentrate oral solution (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,80409020,Methodex 1mg/ml Mixture (Link Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,80388020,OxyNorm 5mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,81634020,MXL 30mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,81628020,Morphine sulphate 24 90mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,81627020,Morphine sulphate 24 60mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,81632020,Morphine sulphate 24 200mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,81630020,Morphine sulphate 24 120mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,81631020,Morphine sulphate 24 150mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,81733020,Actiq 200microgram lozenges with integral oromucosal applicator (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,81636020,MXL 90mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,81635020,MXL 60mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,81692020,MXL 200mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,81690020,MXL 120mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,81691020,MXL 150mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,82523020,Filnarine SR 60mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,97294020,Targinact 40mg/20mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,82134020,Tramake 50mg capsules (Galen Ltd),res38: Opioid analgesics,drug
Multilex,04444020,Dihydrocodeine 30mg tablets (Bristol Laboratories Ltd),res38: Opioid analgesics,drug
Multilex,81737020,Actiq 800microgram lozenges with integral oromucosal applicator (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,96315020,Abstral 400microgram sublingual tablets (ProStrakan Ltd),res38: Opioid analgesics,drug
Multilex,04439020,Dihydrocodeine 30mg tablets (Kent Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,82219020,Tramadol 24 Modified-release tablet,res38: Opioid analgesics,drug
Multilex,81738020,Actiq 1.2mg lozenges with integral oromucosal applicator (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,81739020,Actiq 1.6mg lozenges with integral oromucosal applicator (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,04412020,Codeine 60mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,97292020,Targinact 5mg/2.5mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,97288020,Oxycodone 5mg / Naloxone 2.5mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,96067020,Morphine 120mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,92293020,Naloxone hc 2mg + 8mg Tablet,res38: Opioid analgesics,drug
Multilex,92639020,Tramadol (roi) Tablet,res38: Opioid analgesics,drug
Multilex,82624020,Filnarine SR 10mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,92289020,Naloxone hc 500micrograms + 2mg Tablet,res38: Opioid analgesics,drug
Multilex,92641020,Tramadol (roi) Tablet,res38: Opioid analgesics,drug
Multilex,82622020,Filnarine SR 30mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,92198020,Tradorec XL 300mg tablets (Paladin Labs Europe Ltd),res38: Opioid analgesics,drug
Multilex,96886020,Meptid 200mg tablets (Almirall Ltd),res38: Opioid analgesics,drug
Multilex,96313020,Abstral 300microgram sublingual tablets (ProStrakan Ltd),res38: Opioid analgesics,drug
Multilex,96069020,Morphine 150mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,96303020,Fentanyl 400microgram sublingual tablets sugar free,res38: Opioid analgesics,drug
Multilex,96301020,Fentanyl 300microgram sublingual tablets sugar free,res38: Opioid analgesics,drug
Multilex,96073020,Morphine 200mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,96251020,Marol 100mg modified-release tablets (Morningside Healthcare Ltd),res38: Opioid analgesics,drug
Multilex,96307020,Fentanyl 800microgram sublingual tablets sugar free,res38: Opioid analgesics,drug
Multilex,96305020,Fentanyl 600microgram sublingual tablets sugar free,res38: Opioid analgesics,drug
Multilex,96620020,Filnarine SR 200mg tablets (Teva UK Ltd),res38: Opioid analgesics,drug
Multilex,96309020,Abstral 100microgram sublingual tablets (ProStrakan Ltd),res38: Opioid analgesics,drug
Multilex,96311020,Abstral 200microgram sublingual tablets (ProStrakan Ltd),res38: Opioid analgesics,drug
Multilex,82223020,Tramadol 400mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,97290020,Oxycodone 40mg / Naloxone 20mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,82221020,Tramadol 300mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,82220020,Tramadol 24 Modified-release tablet,res38: Opioid analgesics,drug
Multilex,96299020,Fentanyl 200microgram sublingual tablets sugar free,res38: Opioid analgesics,drug
Multilex,83123020,Morcap sr 50mg Modified-release capsule (Faulding Pharmaceuticals (Dbl)),res38: Opioid analgesics,drug
Multilex,83122020,Morcap sr 20mg Modified-release capsule (Faulding Pharmaceuticals (Dbl)),res38: Opioid analgesics,drug
Multilex,82968020,Zydol 50mg soluble tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,83119020,Zamadol 50mg capsules (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,83124020,Morcap sr 100mg Modified-release capsule (Faulding Pharmaceuticals (Dbl)),res38: Opioid analgesics,drug
Multilex,96255020,Marol 200mg modified-release tablets (Morningside Healthcare Ltd),res38: Opioid analgesics,drug
Multilex,84389020,Hydromorphone 2mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,83283020,Zydol XL 150mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,84394020,Hydromorphone 24mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,96253020,Marol 150mg modified-release tablets (Morningside Healthcare Ltd),res38: Opioid analgesics,drug
Multilex,92194020,Tradorec XL 100mg tablets (Paladin Labs Europe Ltd),res38: Opioid analgesics,drug
Multilex,83128020,Morphine sulphate 12 100mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,97487020,Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free,res38: Opioid analgesics,drug
Multilex,83127020,Morphine sulphate 12 50mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,83126020,Morphine sulphate 12 20mg Modified-release capsule,res38: Opioid analgesics,drug
Multilex,83285020,Zydol XL 300mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,83284020,Zydol XL 200mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,83991020,Physeptone 1mg/ml mixture (Martindale Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,83287020,Zydol XL 400mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,99596020,OxyContin 60mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,97932020,Tramacet 37.5mg/325mg effervescent tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,84393020,Hydromorphone 16mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,99586020,Oxycodone 15mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99562020,OxyContin 120mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,99560020,Oxycodone 120mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99594020,OxyContin 30mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,99588020,Oxycodone 30mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99592020,OxyContin 15mg modified-release tablets (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,99590020,Oxycodone 60mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99829020,Palexia SR 100mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,99803020,Tapentadol 75mg tablets,res38: Opioid analgesics,drug
Multilex,84391020,Hydromorphone 8mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,99801020,Tapentadol 50mg tablets,res38: Opioid analgesics,drug
Multilex,99827020,Palexia SR 50mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,99819020,Tapentadol 100mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99817020,Tapentadol 50mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99815020,Palexia 75mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,99813020,Palexia 50mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,99825020,Tapentadol 250mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99823020,Tapentadol 200mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99821020,Tapentadol 150mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,99833020,Palexia SR 200mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,99835020,Palexia SR 250mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,99831020,Palexia SR 150mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,84390020,Hydromorphone 4mg modified-release capsules,res38: Opioid analgesics,drug
Multilex,85781020,Zomorph 10mg modified-release capsules (Archimedes Pharma UK Ltd),res38: Opioid analgesics,drug
Multilex,96297020,Fentanyl 100microgram sublingual tablets sugar free,res38: Opioid analgesics,drug
Multilex,84396020,Hydromorphone 2.6mg capsules,res38: Opioid analgesics,drug
Multilex,84397020,Hydromorphone 1.3mg capsules,res38: Opioid analgesics,drug
Multilex,85605020,Zamadol SR 200mg capsules (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,84404020,Palladone SR 24mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,92192020,Tramadol 24 Modified-release tablet,res38: Opioid analgesics,drug
Multilex,84403020,Palladone SR 16mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,84401020,Palladone SR 8mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,84400020,Palladone SR 4mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,84399020,Palladone SR 2mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,85603020,Zamadol SR 150mg capsules (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,84407020,Palladone 1.3mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,84406020,Palladone 2.6mg capsules (Napp Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,85602020,Zamadol SR 100mg capsules (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,84870020,Codeine phosphate 30mg with paracetamol 500mg effervescent tablets,res38: Opioid analgesics,drug
Multilex,85601020,Zamadol SR 50mg capsules (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,85176020,Metharose 1mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,86746020,Methex 1mg/ml Mixture (Generics (UK) Ltd),res38: Opioid analgesics,drug
Multilex,92135020,Palfium 5mg Tablet (IDIS World Medicines),res38: Opioid analgesics,drug
Multilex,85782020,Zomorph 30mg modified-release capsules (Archimedes Pharma UK Ltd),res38: Opioid analgesics,drug
Multilex,85785020,Zomorph 100mg modified-release capsules (Archimedes Pharma UK Ltd),res38: Opioid analgesics,drug
Multilex,85783020,Zomorph 60mg modified-release capsules (Archimedes Pharma UK Ltd),res38: Opioid analgesics,drug
Multilex,85786020,Zomorph 200mg modified-release capsules (Archimedes Pharma UK Ltd),res38: Opioid analgesics,drug
Multilex,87131020,Zamadol Melt 50mg tablets (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,87129020,Tramadol 50mg orodispersible tablets sugar free,res38: Opioid analgesics,drug
Multilex,89680020,Zamadol 24hr 200mg modified-release tablets (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,87622020,Tramacet 37.5mg/325mg tablets (Grunenthal Ltd),res38: Opioid analgesics,drug
Multilex,87620020,Paracetamol 325mg with tramadol 37.5 mg tablet,res38: Opioid analgesics,drug
Multilex,87618020,Tramadol 37.5mg / Paracetamol 325mg tablets,res38: Opioid analgesics,drug
Multilex,88987020,Larapam SR 150mg tablets (Sandoz Ltd),res38: Opioid analgesics,drug
Multilex,88989020,Larapam SR 200mg tablets (Sandoz Ltd),res38: Opioid analgesics,drug
Multilex,88985020,Larapam SR 100mg tablets (Sandoz Ltd),res38: Opioid analgesics,drug
Multilex,89678020,Zamadol 24hr 150mg modified-release tablets (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,89682020,Zamadol 24hr 300mg modified-release tablets (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,89684020,Zamadol 24hr 400mg modified-release tablets (Meda Pharmaceuticals Ltd),res38: Opioid analgesics,drug
Multilex,89813020,Dihydrocodeine with paracetamol 7.46mg with 500mg effervescent tablets,res38: Opioid analgesics,drug
Multilex,90621020,Mabron 150mg modified-release tablets (Morningside Healthcare Ltd),res38: Opioid analgesics,drug
Multilex,91997020,Buprenorphine 300micrograms/1ml solution for injection ampoules,res38: Opioid analgesics,drug
Multilex,90615020,Mabron 100mg modified-release tablets (Morningside Healthcare Ltd),res38: Opioid analgesics,drug
Multilex,90670020,Tramadol 200mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,90668020,Tramadol 150mg modified-release tablets,res38: Opioid analgesics,drug
Multilex,90623020,Mabron 200mg modified-release tablets (Morningside Healthcare Ltd),res38: Opioid analgesics,drug
